date,item_id,shop_id,item_price,item_cnt_day,category_id,weekofyear,year,isweekend,trend,seasonal,resid
2013-02-11,5822,0,9441.0,11.0,315,7,2013,0,10.04807692,-1.651488218,2.603411295
2013-02-11,7856,0,7826.0,13.0,280,7,2013,0,12.46512585,-0.4397459,0.974620047
2013-02-11,17717,0,499.0,1.0,79,7,2013,0,4.451923077,0.194977998,-3.646901075
2013-02-11,20949,0,201.0,203.7372421,2911,7,2013,0,154.6046079,-6.710307071,55.8429413
2013-02-12,2308,0,649.0,2.0,30,7,2013,0,8.171121378,0.371096228,-6.542217607
2013-02-12,2808,0,4995.0,7.0,150,7,2013,0,18.5977911,-2.301143605,-9.296647495
2013-02-12,3732,0,20792.0,12.0,152,7,2013,0,17.01719279,-2.330231881,-2.686960911
2013-02-12,3734,0,28199.15,13.0,253,7,2013,0,12.93808631,-0.937554685,0.999468378
2013-02-12,4181,0,11697.0,15.0,900,7,2013,0,10.17328626,1.57415693,3.252556813
2013-02-12,4870,0,2397.0,3.0,69,7,2013,0,9.041413996,0.160520288,-6.201934284
2013-02-12,5822,0,11539.0,13.0,385,7,2013,0,10.07692308,-1.04538749,3.968464413
2013-02-12,7856,0,3032.0,8.0,112,7,2013,0,12.37858739,-1.315575067,-3.063012324
2013-02-12,17717,0,3632.0,2.0,158,7,2013,0,4.451923077,-0.71314166,-1.738781416
2013-02-12,20949,0,175.0,151.0,2485,7,2013,0,155.5704324,-20.59185308,16.02142071
2013-02-13,2308,0,6792.0,9.0,240,7,2013,0,8.109349697,0.03446165,0.856188652
2013-02-13,2808,0,15719.5,18.0,480,7,2013,0,18.54971418,-0.090942543,-0.458771635
2013-02-13,5822,0,4146.0,6.0,140,7,2013,0,10.17307692,0.918837707,-5.09191463
2013-02-13,7856,0,6392.0,10.0,224,7,2013,0,12.36897201,-0.574164883,-1.794807124
2013-02-13,17717,0,2683.0,6.0,316,7,2013,0,4.576923077,1.160255775,0.262821148
2013-02-14,2308,0,5094.0,6.0,180,7,2013,0,8.018831754,-0.520338774,-1.49849298
2013-02-14,2808,0,15455.0,19.0,480,7,2013,0,18.3477911,-0.218785461,0.87099436
2013-02-14,5822,0,5245.0,6.0,175,7,2013,0,10.32692308,0.015641529,-4.342564606
2013-02-14,7856,0,5593.0,10.0,196,7,2013,0,12.3112797,-1.03585818,-1.275421519
2013-02-14,17717,0,1576.0,5.0,316,7,2013,0,4.836538462,-1.641985975,1.805447513
2013-02-15,2308,0,6792.0,8.0,240,7,2013,0,7.905335786,1.3752898,-1.280625586
2013-02-15,2808,0,15470.0,17.0,480,7,2013,0,18.00163725,-1.295362597,0.293725342
2013-02-15,5822,0,10439.7,11.0,350,7,2013,0,10.49038462,1.349925701,-0.840310316
2013-02-15,7856,0,10387.0,14.0,364,7,2013,0,12.23435662,1.671998478,0.0936449
2013-02-15,17717,0,119.0,1.0,79,7,2013,0,4.990384615,1.387819878,-5.378204493
2013-02-16,2308,0,12500.0,7.217379327,480,7,2013,1,7.75735776,0.453884616,-0.993863049
2013-02-16,2808,0,18517.0,22.0,570,7,2013,1,17.7227911,-0.111129695,4.388338595
2013-02-16,5822,0,12377.5,15.0,420,7,2013,1,10.63461538,2.670269831,1.695114785
2013-02-16,7856,0,5592.5,7.0,196,7,2013,1,12.1862797,-1.038471608,-4.147808091
2013-02-16,17717,0,5193.0,8.0,553,7,2013,1,5.019230769,-1.578101024,4.558870255
2013-02-17,2308,0,16437.55,7.205805043,600,7,2013,1,7.651588529,1.246734505,-1.692517991
2013-02-17,2808,0,16982.88,27.0,510,7,2013,1,17.57856033,6.877276316,2.544163352
2013-02-17,5822,0,14686.0,19.0,490,7,2013,1,10.69230769,0.320643265,7.987049043
